unit_id,time,cohort,eventually_treated,event_time,D,lpop,Y,k_diag
13011,2004,inf,0,,0,2.66875481849457,5.31320597904179,0.0
13011,2005,inf,0,,0,2.66875481849457,5.49306144334055,0.0
13011,2006,inf,0,,0,2.66875481849457,5.59842195899838,0.0
13011,2007,inf,0,,0,2.66875481849457,5.57215403217776,0.0
13013,2003,inf,0,,0,3.83176694166248,6.18826412308259,0.0
13013,2004,inf,0,,0,3.83176694166248,6.18208490671663,0.0
13013,2005,inf,0,,0,3.83176694166248,6.25575004175337,0.0
13013,2006,inf,0,,0,3.83176694166248,6.4377516497364,0.0
13013,2007,inf,0,,0,3.83176694166248,6.40191719672719,0.0
13019,2003,inf,0,,0,2.78716940555481,5.56452040732269,0.0
13019,2004,inf,0,,0,2.78716940555481,5.55682806169954,0.0
13019,2005,inf,0,,0,2.78716940555481,5.65599181081985,0.0
13019,2006,inf,0,,0,2.78716940555481,5.62762111369064,0.0
13019,2007,inf,0,,0,2.78716940555481,4.99721227376411,0.0
13021,2003,inf,0,,0,5.03621856684166,7.73892375743946,0.0
13021,2004,inf,0,,0,5.03621856684166,7.72797554210556,0.0
13021,2005,inf,0,,0,5.03621856684166,7.73149202924568,0.0
13021,2006,inf,0,,0,5.03621856684166,7.70975686445416,0.0
13021,2007,inf,0,,0,5.03621856684166,7.60738142563979,0.0
13037,2003,inf,0,,0,1.84371920815877,2.77258872223978,0.0
13037,2004,inf,0,,0,1.84371920815877,3.04452243772342,0.0
13037,2005,inf,0,,0,1.84371920815877,2.70805020110221,0.0
13037,2006,inf,0,,0,1.84371920815877,3.17805383034795,0.0
13037,2007,inf,0,,0,1.84371920815877,3.46573590279973,0.0
13039,2003,inf,0,,0,3.77652396396598,6.22455842927536,0.0
13039,2004,inf,0,,0,3.77652396396598,6.29156913955832,0.0
13039,2005,inf,0,,0,3.77652396396598,6.35610766069589,0.0
13039,2006,inf,0,,0,3.77652396396598,6.34212141872115,0.0
13039,2007,inf,0,,0,3.77652396396598,6.29341927884648,0.0
13049,2003,inf,0,,0,2.33039479363331,4.62497281328427,0.0
13049,2004,inf,0,,0,2.33039479363331,4.46590811865458,0.0
13049,2005,inf,0,,0,2.33039479363331,4.66343909411207,0.0
13049,2006,inf,0,,0,2.33039479363331,4.70048036579242,0.0
13049,2007,inf,0,,0,2.33039479363331,4.75359019110636,0.0
13057,2003,inf,0,,0,4.95514372559156,7.42237370098682,0.0
13057,2004,inf,0,,0,4.95514372559156,7.49997654095212,0.0
13057,2005,inf,0,,0,4.95514372559156,7.62608275807238,0.0
13057,2006,inf,0,,0,4.95514372559156,7.71378461659875,0.0
13057,2007,inf,0,,0,4.95514372559156,7.80343505695217,0.0
13077,2003,inf,0,,0,4.49104918688339,7.11314210870709,0.0
13077,2004,inf,0,,0,4.49104918688339,7.07834157955767,0.0
13077,2005,inf,0,,0,4.49104918688339,7.10414409298753,0.0
13077,2006,inf,0,,0,4.49104918688339,7.16162200293919,0.0
13077,2007,inf,0,,0,4.49104918688339,7.26332961747684,0.0
13079,2003,inf,0,,0,2.52532856428692,4.02535169073515,0.0
13079,2004,inf,0,,0,2.52532856428692,3.66356164612965,0.0
13079,2005,inf,0,,0,2.52532856428692,3.43398720448515,0.0
13079,2006,inf,0,,0,2.52532856428692,3.40119738166216,0.0
13079,2007,inf,0,,0,2.52532856428692,3.13549421592915,0.0
13093,2003,inf,0,,0,2.44451858888271,3.76120011569356,0.0
13093,2004,inf,0,,0,2.44451858888271,3.73766961828337,0.0
13093,2005,inf,0,,0,2.44451858888271,3.63758615972639,0.0
13093,2006,inf,0,,0,2.44451858888271,4.0943445622221,0.0
13093,2007,inf,0,,0,2.44451858888271,4.34380542185368,0.0
13097,2003,inf,0,,0,4.52367809513269,7.42714413340862,0.0
13097,2004,inf,0,,0,4.52367809513269,7.46794233228585,0.0
13097,2005,inf,0,,0,4.52367809513269,7.57507169950756,0.0
13097,2006,inf,0,,0,4.52367809513269,7.71512360363211,0.0
13097,2007,inf,0,,0,4.52367809513269,7.82763954636642,0.0
13109,2003,inf,0,,0,2.3508989532726,5.19849703126583,0.0
13109,2004,inf,0,,0,2.3508989532726,5.15905529921453,0.0
13109,2005,inf,0,,0,2.3508989532726,5.21493575760899,0.0
13109,2006,inf,0,,0,2.3508989532726,5.13579843705026,0.0
13109,2007,inf,0,,0,2.3508989532726,5.20948615284142,0.0
13113,2003,inf,0,,0,4.51374544806874,7.42535788702715,0.0
13113,2004,inf,0,,0,4.51374544806874,7.44366368311559,0.0
13113,2005,inf,0,,0,4.51374544806874,7.45182223652793,0.0
13113,2006,inf,0,,0,4.51374544806874,7.51752085060303,0.0
13113,2007,inf,0,,0,4.51374544806874,7.63723438878947,0.0
13117,2003,inf,0,,0,4.58911193973939,7.33106030521863,0.0
13117,2004,inf,0,,0,4.58911193973939,7.38894609761844,0.0
13117,2005,inf,0,,0,4.58911193973939,7.52779398772144,0.0
13117,2006,inf,0,,0,4.58911193973939,7.64730883235624,0.0
13117,2007,inf,0,,0,4.58911193973939,7.63819824428578,0.0
13129,2003,inf,0,,0,3.78655048128738,6.44571981938558,0.0
13129,2004,inf,0,,0,3.78655048128738,6.37672694789863,0.0
13129,2005,inf,0,,0,3.78655048128738,6.361302477573,0.0
13129,2006,inf,0,,0,3.78655048128738,6.35437004079735,0.0
13129,2007,inf,0,,0,3.78655048128738,6.39859493453521,0.0
13135,2003,inf,0,,0,6.37748856255844,9.19482056031815,0.0
13135,2004,inf,0,,0,6.37748856255844,9.14590851181679,0.0
13135,2005,inf,0,,0,6.37748856255844,9.19482056031815,0.0
13135,2006,inf,0,,0,6.37748856255844,9.29504909990314,0.0
13135,2007,inf,0,,0,6.37748856255844,9.29569203907569,0.0
13147,2003,inf,0,,0,3.13536377263918,5.5834963087817,0.0
13147,2004,inf,0,,0,3.13536377263918,5.44241771052179,0.0
13147,2005,inf,0,,0,3.13536377263918,5.5834963087817,0.0
13147,2006,inf,0,,0,3.13536377263918,5.51342874616498,0.0
13147,2007,inf,0,,0,3.13536377263918,5.57215403217776,0.0
13155,2003,inf,0,,0,2.29566117792122,4.06044301054642,0.0
13155,2004,inf,0,,0,2.29566117792122,3.8286413964891,0.0
13155,2005,inf,0,,0,2.29566117792122,4.12713438504509,0.0
13155,2006,inf,0,,0,2.29566117792122,3.8286413964891,0.0
13155,2007,inf,0,,0,2.29566117792122,3.87120101090789,0.0
13161,2003,inf,0,,0,2.5403413566761,5.01063529409626,0.0
13161,2004,inf,0,,0,2.5403413566761,4.91265488573605,0.0
13161,2005,inf,0,,0,2.5403413566761,5.07517381523383,0.0
13161,2006,inf,0,,0,2.5403413566761,5.19849703126583,0.0
13161,2007,inf,0,,0,2.5403413566761,5.23644196282995,0.0
13179,2003,inf,0,,0,4.12082419502648,6.02344759296103,0.0
13179,2004,inf,0,,0,4.12082419502648,5.91620206260743,0.0
13179,2005,inf,0,,0,4.12082419502648,6.17586727010576,0.0
13179,2006,inf,0,,0,4.12082419502648,6.13556489108174,0.0
13179,2007,inf,0,,0,4.12082419502648,6.15060276844628,0.0
13195,2003,inf,0,,0,3.24765762629365,4.75359019110636,0.0
13195,2004,inf,0,,0,3.24765762629365,4.77912349311153,0.0
13195,2005,inf,0,,0,3.24765762629365,4.66343909411207,0.0
13195,2006,inf,0,,0,3.24765762629365,4.87519732320115,0.0
13195,2007,inf,0,,0,3.24765762629365,5.00394630594546,0.0
13197,2003,inf,0,,0,1.9662728435742,3.73766961828337,0.0
13197,2004,inf,0,,0,1.9662728435742,3.63758615972639,0.0
13197,2005,inf,0,,0,1.9662728435742,3.52636052461616,0.0
13197,2006,inf,0,,0,1.9662728435742,3.89182029811063,0.0
13197,2007,inf,0,,0,1.9662728435742,3.95124371858143,0.0
13209,2003,inf,0,,0,2.1126345090356,3.8286413964891,0.0
13209,2004,inf,0,,0,2.1126345090356,3.40119738166216,0.0
13209,2005,inf,0,,0,2.1126345090356,3.55534806148941,0.0
13209,2006,inf,0,,0,2.1126345090356,3.66356164612965,0.0
13209,2007,inf,0,,0,2.1126345090356,3.58351893845611,0.0
13211,2003,inf,0,,0,2.73806197517018,5.19295685089021,0.0
13211,2004,inf,0,,0,2.73806197517018,5.18738580584075,0.0
13211,2005,inf,0,,0,2.73806197517018,5.28320372873799,0.0
13211,2006,inf,0,,0,2.73806197517018,5.605802066296,0.0
13211,2007,inf,0,,0,2.73806197517018,5.59471137960184,0.0
13213,2003,inf,0,,0,3.59747663064059,5.71042701737487,0.0
13213,2004,inf,0,,0,3.59747663064059,5.68357976733868,0.0
13213,2005,inf,0,,0,3.59747663064059,5.38449506278909,0.0
13213,2006,inf,0,,0,3.59747663064059,5.72031177660741,0.0
13213,2007,inf,0,,0,3.59747663064059,5.65248918026865,0.0
13217,2003,inf,0,,0,4.12715051394728,6.45204895443723,0.0
13217,2004,inf,0,,0,4.12715051394728,6.49677499018586,0.0
13217,2005,inf,0,,0,4.12715051394728,6.51619307604296,0.0
13217,2006,inf,0,,0,4.12715051394728,6.62804137617953,0.0
13217,2007,inf,0,,0,4.12715051394728,6.62539236800796,0.0
13223,2003,inf,0,,0,4.40278468775839,6.38519439899773,0.0
13223,2004,inf,0,,0,4.40278468775839,6.48463523563525,0.0
13223,2005,inf,0,,0,4.40278468775839,6.71295620067707,0.0
13223,2006,inf,0,,0,4.40278468775839,6.80682936039218,0.0
13223,2007,inf,0,,0,4.40278468775839,6.98471632011827,0.0
13227,2003,inf,0,,0,3.13475481220279,5.32300997913841,0.0
13227,2004,inf,0,,0,3.13475481220279,5.4380793089232,0.0
13227,2005,inf,0,,0,3.13475481220279,5.37527840768417,0.0
13227,2006,inf,0,,0,3.13475481220279,5.40717177146012,0.0
13227,2007,inf,0,,0,3.13475481220279,5.4510384535657,0.0
13233,2003,inf,0,,0,3.64092269256804,5.96614673912369,0.0
13233,2004,inf,0,,0,3.64092269256804,5.92692602597041,0.0
13233,2005,inf,0,,0,3.64092269256804,5.94803498918065,0.0
13233,2006,inf,0,,0,3.64092269256804,5.90808293816893,0.0
13233,2007,inf,0,,0,3.64092269256804,5.91079664404053,0.0
13237,2003,inf,0,,0,2.9344949640828,5.00394630594546,0.0
13237,2004,inf,0,,0,2.9344949640828,5.03695260241363,0.0
13237,2005,inf,0,,0,2.9344949640828,5.08759633523238,0.0
13237,2006,inf,0,,0,2.9344949640828,5.52545293913178,0.0
13237,2007,inf,0,,0,2.9344949640828,5.4249500174814,0.0
13241,2003,inf,0,,0,2.71137799119488,5.4510384535657,0.0
13241,2004,inf,0,,0,2.71137799119488,5.26269018890489,0.0
13241,2005,inf,0,,0,2.71137799119488,5.4249500174814,0.0
13241,2006,inf,0,,0,2.71137799119488,5.37063802812766,0.0
13241,2007,inf,0,,0,2.71137799119488,5.40717177146012,0.0
13263,2003,inf,0,,0,1.87149443724691,2.39789527279837,0.0
13263,2004,inf,0,,0,1.87149443724691,2.77258872223978,0.0
13263,2005,inf,0,,0,1.87149443724691,1.94591014905531,0.0
13263,2006,inf,0,,0,1.87149443724691,1.79175946922805,0.0
13263,2007,inf,0,,0,1.87149443724691,2.30258509299405,0.0
13271,2003,inf,0,,0,2.46759092757831,4.68213122712422,0.0
13271,2004,inf,0,,0,2.46759092757831,4.86753445045558,0.0
13271,2005,inf,0,,0,2.46759092757831,5.16478597392351,0.0
13271,2006,inf,0,,0,2.46759092757831,5.28320372873799,0.0
13271,2007,inf,0,,0,2.46759092757831,5.19295685089021,0.0
13273,2003,inf,0,,0,2.39516427428714,3.98898404656427,0.0
13273,2004,inf,0,,0,2.39516427428714,4.0943445622221,0.0
13273,2005,inf,0,,0,2.39516427428714,4.17438726989564,0.0
13273,2006,inf,0,,0,2.39516427428714,4.18965474202643,0.0
13273,2007,inf,0,,0,2.39516427428714,4.0943445622221,0.0
13297,2003,inf,0,,0,4.10572950708866,6.53233429222235,0.0
13297,2004,inf,0,,0,4.10572950708866,6.4085287910595,0.0
13297,2005,inf,0,,0,4.10572950708866,6.35437004079735,0.0
13297,2006,inf,0,,0,4.10572950708866,6.52649485957079,0.0
13297,2007,inf,0,,0,4.10572950708866,6.62936325343745,0.0
13303,2003,inf,0,,0,3.0528684649248,5.11799381241676,0.0
13303,2004,inf,0,,0,3.0528684649248,4.99043258677874,0.0
13303,2005,inf,0,,0,3.0528684649248,4.969813299576,0.0
13303,2006,inf,0,,0,3.0528684649248,4.93447393313069,0.0
13303,2007,inf,0,,0,3.0528684649248,5.04342511691925,0.0
13313,2003,inf,0,,0,4.42514598824282,7.15148546390474,0.0
13313,2004,inf,0,,0,4.42514598824282,7.15539630189673,0.0
13313,2005,inf,0,,0,4.42514598824282,7.20042489294496,0.0
13313,2006,inf,0,,0,4.42514598824282,7.27586460054653,0.0
13313,2007,inf,0,,0,4.42514598824282,7.18841273649695,0.0
13317,2003,inf,0,,0,2.36902804954276,4.92725368515721,0.0
13317,2004,inf,0,,0,2.36902804954276,4.74493212836325,0.0
13317,2005,inf,0,,0,2.36902804954276,4.64439089914137,0.0
13317,2006,inf,0,,0,2.36902804954276,4.59511985013459,0.0
13317,2007,inf,0,,0,2.36902804954276,4.54329478227,0.0
13321,2003,inf,0,,0,3.08954132723205,4.96284463025991,0.0
13321,2004,inf,0,,0,3.08954132723205,4.97673374242057,0.0
13321,2005,inf,0,,0,3.08954132723205,5.08759633523238,0.0
13321,2006,inf,0,,0,3.08954132723205,5.15329159449778,0.0
13321,2007,inf,0,,0,3.08954132723205,4.89034912822175,0.0
16003,2003,inf,0,,0,1.24588220740315,3.25809653802148,0.0
16003,2004,inf,0,,0,1.24588220740315,3.61091791264422,0.0
16003,2005,inf,0,,0,1.24588220740315,3.98898404656427,0.0
16003,2006,inf,0,,0,1.24588220740315,3.98898404656427,0.0
16003,2007,inf,0,,0,1.24588220740315,3.89182029811063,0.0
16015,2003,inf,0,,0,1.89761985992753,3.89182029811063,0.0
16015,2004,inf,0,,0,1.89761985992753,3.91202300542815,0.0
16015,2005,inf,0,,0,1.89761985992753,4.17438726989564,0.0
16015,2006,inf,0,,0,1.89761985992753,4.02535169073515,0.0
16015,2007,inf,0,,0,1.89761985992753,4.14313472639153,0.0
16017,2003,inf,0,,0,3.60644848013478,6.29710931993394,0.0
16017,2004,inf,0,,0,3.60644848013478,6.29894924685594,0.0
16017,2005,inf,0,,0,3.60644848013478,6.4281052726846,0.0
16017,2006,inf,0,,0,3.60644848013478,6.42971947803914,0.0
16017,2007,inf,0,,0,3.60644848013478,6.40522845803084,0.0
16021,2003,inf,0,,0,2.28960116543575,4.89783979995091,0.0
16021,2004,inf,0,,0,2.28960116543575,4.83628190695148,0.0
16021,2005,inf,0,,0,2.28960116543575,4.96284463025991,0.0
16021,2006,inf,0,,0,2.28960116543575,4.99721227376411,0.0
16021,2007,inf,0,,0,2.28960116543575,4.82028156560504,0.0
16029,2003,inf,0,,0,1.98842214329267,4.9416424226093,0.0
16029,2004,inf,0,,0,1.98842214329267,4.79579054559674,0.0
16029,2005,inf,0,,0,1.98842214329267,4.98360662170834,0.0
16029,2006,inf,0,,0,1.98842214329267,4.78749174278205,0.0
16029,2007,inf,0,,0,1.98842214329267,5.03695260241363,0.0
16041,2003,inf,0,,0,2.42736580989135,5.63835466933375,0.0
16041,2004,inf,0,,0,2.42736580989135,5.53733426701854,0.0
16041,2005,inf,0,,0,2.42736580989135,5.62762111369064,0.0
16041,2006,inf,0,,0,2.42736580989135,5.6937321388027,0.0
16041,2007,inf,0,,0,2.42736580989135,5.74939298590825,0.0
16045,2003,inf,0,,0,2.72004464595058,5.01727983681492,0.0
16045,2004,inf,0,,0,2.72004464595058,4.92725368515721,0.0
16045,2005,inf,0,,0,2.72004464595058,5.12989871492307,0.0
16045,2006,inf,0,,0,2.72004464595058,5.08759633523238,0.0
16045,2007,inf,0,,0,2.72004464595058,5.19849703126583,0.0
16067,2003,inf,0,,0,3.00439464663264,5.73334127689775,0.0
16067,2004,inf,0,,0,3.00439464663264,5.73979291217923,0.0
16067,2005,inf,0,,0,3.00439464663264,5.73334127689775,0.0
16067,2006,inf,0,,0,3.00439464663264,5.77455154554441,0.0
16067,2007,inf,0,,0,3.00439464663264,5.80814248998044,0.0
16079,2003,inf,0,,0,2.62256493174499,5.09375020080676,0.0
16079,2004,inf,0,,0,2.62256493174499,5.17614973257383,0.0
16079,2005,inf,0,,0,2.62256493174499,5.14749447681345,0.0
16079,2006,inf,0,,0,2.62256493174499,5.24702407216049,0.0
16079,2007,inf,0,,0,2.62256493174499,5.38449506278909,0.0
16083,2003,inf,0,,0,4.16331076668682,7.20489251020467,0.0
16083,2004,inf,0,,0,4.16331076668682,7.18311170174328,0.0
16083,2005,inf,0,,0,4.16331076668682,7.14045304310116,0.0
16083,2006,inf,0,,0,4.16331076668682,7.23489842031483,0.0
16083,2007,inf,0,,0,4.16331076668682,7.28961052145117,0.0
17005,2003,2004.0,1,-1.0,0,2.86977214642579,5.18738580584075,-1.0
17005,2004,2004.0,1,0.0,1,2.86977214642579,5.06890420222023,0.0
17005,2005,2004.0,1,1.0,1,2.86977214642579,4.93447393313069,1.0
17005,2006,2004.0,1,2.0,1,2.86977214642579,4.89034912822175,2.0
17005,2007,2004.0,1,3.0,1,2.86977214642579,4.99043258677874,3.0
17015,2003,2004.0,1,-1.0,0,2.81385061998842,5.42934562895444,-1.0
17015,2004,2004.0,1,0.0,1,2.81385061998842,5.42053499927229,0.0
17015,2005,2004.0,1,1.0,1,2.81385061998842,5.50125821054473,1.0
17015,2006,2004.0,1,2.0,1,2.81385061998842,5.46806014113513,2.0
17015,2007,2004.0,1,3.0,1,2.81385061998842,5.4553211153577,3.0
17025,2003,2004.0,1,-1.0,0,2.67827804276854,5.08759633523238,-1.0
17025,2004,2004.0,1,0.0,1,2.67827804276854,5.00394630594546,0.0
17025,2005,2004.0,1,1.0,1,2.67827804276854,4.85203026391962,1.0
17025,2006,2004.0,1,2.0,1,2.67827804276854,4.98360662170834,2.0
17025,2007,2004.0,1,3.0,1,2.67827804276854,4.97673374242057,3.0
17035,2003,2004.0,1,-1.0,0,2.42063475976786,4.92725368515721,-1.0
17035,2004,2004.0,1,0.0,1,2.42063475976786,4.59511985013459,0.0
17035,2005,2004.0,1,1.0,1,2.42063475976786,4.44265125649032,1.0
17035,2006,2004.0,1,2.0,1,2.42063475976786,4.30406509320417,2.0
17035,2007,2004.0,1,3.0,1,2.42063475976786,4.46590811865458,3.0
